PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
2530.93,137.38,-7.32
2539.88,114.41,-10.64
2638.25,125.17,-8.00
2584.59,108.83,-11.24
2548.82,117.47,-8.28
2566.71,96.11,-10.93
2521.99,108.91,-6.94
2611.42,84.04,-9.07
2566.71,101.58,-6.58
2593.54,81.80,-10.06
2566.71,95.94,-6.35
2620.37,81.55,-7.45
2611.42,88.28,-3.94
2602.48,74.80,-6.57
2530.93,82.25,-6.34
2566.71,73.46,-5.03
2602.48,74.44,-4.83
2566.71,69.89,-3.58
2566.71,65.29,-4.13
2584.59,68.84,-2.87
2513.05,60.82,-2.95
2548.82,72.76,-2.09
2575.65,59.96,-1.66
2584.59,72.65,-0.22
2557.76,59.16,-0.66
2504.10,77.48,1.52
2557.76,61.90,0.20
2530.93,79.03,2.38
2530.93,61.71,0.49
2495.16,79.96,2.89
2557.76,61.08,1.25
2584.59,73.04,3.98
2557.76,58.47,0.39
2557.76,73.04,4.54
2495.16,56.13,2.16
2539.88,67.95,4.67
2566.71,61.91,1.16
2486.22,61.08,4.86
2557.76,60.16,3.69
2548.82,63.60,5.88
2566.71,61.09,5.41
2566.71,60.61,5.12
2539.88,62.35,6.46
2566.71,55.64,7.32
2539.88,63.28,7.10
2521.99,53.58,7.62
2539.88,60.47,9.36
2530.93,50.88,8.08
2513.05,63.80,10.37
2539.88,49.02,6.82
2521.99,61.04,12.22
2513.05,44.62,8.57
2566.71,62.59,11.07
2530.93,46.13,9.55
2548.82,63.75,12.80
2548.82,49.12,11.20
2513.05,73.19,14.39
2513.05,67.12,11.07
2575.65,93.11,13.94
2513.05,90.33,12.10
2593.54,112.01,13.45
2566.71,109.89,12.66
2566.71,125.63,14.19
2557.76,118.74,12.93
2513.05,124.01,14.99
2557.76,114.70,12.88
2486.22,111.97,14.15
2495.16,109.22,14.20
2584.59,98.55,14.95
2530.93,97.53,14.65
2539.88,87.89,12.38
2539.88,95.71,14.87
2521.99,77.79,14.74
2504.10,88.93,16.83
2477.28,73.32,14.35
2575.65,86.05,15.05
2513.05,62.95,14.63
2548.82,81.34,16.62
2530.93,61.69,14.16
2530.93,78.41,17.09
2513.05,60.92,15.18
2468.33,74.85,19.04
2486.22,57.49,16.89
2521.99,72.00,19.34
2548.82,52.23,17.10
2513.05,72.54,20.75
2495.16,61.46,17.69
2504.10,70.39,18.38
2504.10,62.06,20.16
2530.93,66.49,18.90
2504.10,63.79,20.52
2521.99,66.64,20.32
2521.99,68.91,21.26
2486.22,66.57,21.90
2530.93,72.51,22.36
2513.05,66.30,21.82
2513.05,76.56,24.02
2468.33,58.22,20.73
2513.05,71.49,24.37
2513.05,56.12,21.75
2521.99,73.51,24.97
2477.28,51.80,21.53
2548.82,73.41,25.77
2477.28,53.86,23.22
2432.56,70.90,25.90
2495.16,51.42,23.09
2521.99,72.02,27.28
2521.99,55.84,23.95
2513.05,68.03,26.15
2548.82,52.16,24.87
2530.93,70.72,26.02
2521.99,51.67,25.64
2504.10,62.82,25.99
2513.05,54.96,24.88
2441.50,63.01,25.32
2477.28,59.16,23.67
2530.93,63.10,24.65
2486.22,57.19,24.42
2495.16,62.16,23.46
2477.28,77.57,23.12
2495.16,78.69,21.49
2530.93,96.54,24.03
2504.10,94.39,19.29
2450.45,121.57,23.17
2414.67,115.28,20.69
2495.16,134.24,22.03
2450.45,119.78,19.48
2486.22,135.02,22.18
2423.62,114.08,17.71
2504.10,125.06,19.02
2459.39,100.73,16.93
2468.33,113.74,17.39
2459.39,92.94,14.26
2450.45,102.00,17.69
2450.45,83.80,13.74
2459.39,94.61,14.66
2521.99,82.07,13.37
2432.56,90.05,13.13
2423.62,78.20,11.44
2441.50,82.44,11.56
2405.73,77.61,10.31
2477.28,77.71,10.65
2450.45,76.24,9.29
2477.28,68.39,9.50
2405.73,73.57,8.14
2450.45,66.97,8.72
2432.56,74.74,9.08
2432.56,64.87,6.66
2495.16,79.80,8.09
2405.73,67.34,7.04
2414.67,82.91,8.77
2450.45,63.88,6.65
2423.62,84.89,9.39
2477.28,66.06,6.28
2423.62,85.78,8.40
2441.50,63.56,6.99
2504.10,81.53,7.22
2405.73,63.50,6.98
2387.84,76.41,8.92
2414.67,62.32,8.32
2378.90,75.44,9.29
2414.67,63.02,8.25
2441.50,71.70,7.99
2387.84,60.79,6.14
2414.67,69.87,7.01
2441.50,67.45,7.32
2441.50,63.44,5.80
2450.45,65.13,6.62
2441.50,65.16,6.44
2378.90,64.36,6.16
2378.90,57.92,4.94
2378.90,67.37,6.99
2450.45,55.51,3.80
2423.62,68.29,5.96
2414.67,49.75,3.49
2387.84,70.96,6.80
2361.01,51.53,2.07
2378.90,66.88,6.01
2405.73,48.76,2.55
2369.96,68.75,5.71
2405.73,54.31,2.41
2396.79,70.66,4.98
2387.84,61.02,1.44
2405.73,86.86,5.57
2423.62,81.69,4.35
2387.84,110.42,4.82
2432.56,103.86,2.39
2369.96,124.88,4.57
2387.84,122.18,5.05
2459.39,128.76,3.39
2334.18,124.38,5.34
2378.90,124.13,3.87
2378.90,119.06,4.86
2352.07,111.52,3.08
2334.18,113.78,4.35
2343.13,95.71,2.73
2369.96,106.15,5.29
2343.13,87.32,3.54
2334.18,97.56,5.34
2369.96,83.47,3.96
2369.96,96.36,4.14
2378.90,75.46,2.17
2369.96,90.07,4.87
2378.90,69.52,3.08
2369.96,86.94,5.88
2325.24,67.88,3.31
2387.84,79.29,3.66
2361.01,61.23,1.45
2369.96,72.57,4.53
2352.07,57.27,0.63
2361.01,72.86,2.49
2361.01,59.70,1.69
2298.41,74.42,1.14
2343.13,67.26,-0.49
2343.13,74.47,1.82
2334.18,69.79,1.95
2325.24,72.95,0.60
2378.90,72.68,-1.37
2298.41,70.81,-2.30
2343.13,77.84,-0.80
2280.52,65.05,-1.71
2334.18,79.04,-0.71
2316.30,62.48,-3.60
2334.18,75.71,0.10
2334.18,59.09,-4.77
2316.30,76.21,-1.63
2361.01,58.27,-4.64
2271.58,73.56,-3.63
2280.52,55.40,-4.48
2325.24,74.44,-3.20
2253.69,56.50,-7.49
2325.24,73.46,-3.10
2352.07,51.77,-6.20
2298.41,70.73,-6.07
2307.35,52.03,-7.31
2325.24,65.06,-3.70
2343.13,53.61,-7.09
2316.30,62.89,-5.35
2334.18,55.61,-7.23
2307.35,57.33,-6.00
2325.24,57.74,-7.75
2316.30,58.28,-5.67
2325.24,57.94,-7.30
2298.41,54.40,-7.81
2325.24,60.42,-6.71
2280.52,56.32,-6.97
2289.47,75.84,-5.99
2280.52,65.72,-7.12
2226.86,94.32,-6.06
2280.52,88.42,-9.20
2325.24,113.70,-5.75
2334.18,108.09,-7.19
2262.64,130.43,-5.79
2307.35,118.36,-8.89
2271.58,129.82,-7.24
2298.41,113.16,-9.82
2343.13,121.51,-6.96
2280.52,100.49,-10.61
2307.35,109.90,-8.36
2316.30,89.70,-10.78
2343.13,97.09,-8.83
2334.18,84.13,-8.41
2307.35,91.29,-8.54
2325.24,84.05,-11.16
2307.35,87.62,-10.33
2352.07,80.66,-10.05
2325.24,75.84,-9.62
2343.13,79.82,-10.48
2352.07,69.89,-9.98
2316.30,74.54,-9.97
2316.30,63.11,-9.56
2361.01,72.97,-10.38
2352.07,58.70,-10.68
2298.41,69.35,-8.96
2378.90,57.04,-9.46
2405.73,71.78,-8.30
2343.13,54.60,-9.60
2405.73,74.56,-6.65
2334.18,59.60,-9.34
2378.90,73.58,-7.62
2387.84,56.76,-9.60
2414.67,76.32,-6.55
2387.84,58.13,-10.20
2414.67,72.87,-6.95
2396.79,61.22,-8.66
2405.73,68.58,-6.73
2361.01,60.01,-6.78
2414.67,65.22,-7.33
2441.50,57.32,-8.54
2432.56,64.07,-7.04
2405.73,62.91,-7.59
2414.67,65.95,-6.35
2423.62,60.07,-5.35
2459.39,59.04,-5.98
2441.50,59.38,-5.97
2441.50,51.89,-6.25
2459.39,62.99,-5.37
2459.39,52.39,-6.38
2450.45,66.37,-5.51
2459.39,48.20,-6.86
2432.56,62.97,-4.20
2441.50,50.17,-6.89
2495.16,66.29,-6.70
2441.50,45.88,-7.11
2477.28,65.68,-4.36
2477.28,44.68,-8.91
2459.39,61.67,-6.93
2539.88,46.25,-9.06
2495.16,64.59,-5.43
2477.28,53.86,-9.78
2450.45,69.63,-7.03
2495.16,59.55,-9.93
2548.82,80.33,-8.67
2530.93,82.88,-10.07
2521.99,103.35,-7.33
2504.10,107.62,-9.18
2530.93,117.14,-10.38
2548.82,121.63,-10.61
2521.99,122.42,-10.73
2521.99,126.97,-9.85
2557.76,112.72,-11.74
2575.65,117.85,-10.26
2611.42,94.85,-10.24
2539.88,104.44,-10.07
2575.65,82.18,-13.00
2539.88,96.02,-9.47
2602.48,79.29,-12.45
2548.82,90.10,-9.25
2575.65,71.25,-12.34
2557.76,87.90,-8.53
2620.37,65.88,-12.30
2575.65,85.07,-10.77
2575.65,62.52,-13.17
2620.37,75.10,-10.70
2602.48,60.29,-13.04
2593.54,69.26,-10.49
2602.48,61.23,-12.59
2611.42,65.93,-9.66
2593.54,60.20,-13.83
2611.42,70.01,-12.41
2647.20,66.82,-12.82
2638.25,71.38,-12.72
2665.08,72.20,-12.92
2629.31,66.37,-13.37
2611.42,73.52,-11.73
2638.25,70.57,-10.72
2593.54,78.49,-11.06
2647.20,62.21,-12.44
2674.03,75.93,-11.16
2647.20,59.69,-12.81
2611.42,78.21,-8.86
2682.97,57.39,-12.03
2656.14,77.79,-9.44
2647.20,59.41,-14.04
2691.91,71.75,-9.92
2700.86,56.41,-12.85
2727.69,70.08,-10.80
2682.97,56.47,-10.90
2682.97,73.61,-8.38
2647.20,59.99,-10.77
2656.14,71.41,-7.32
2665.08,60.70,-11.76
2656.14,63.89,-9.14
2700.86,56.34,-9.36
2700.86,65.50,-10.38
2674.03,60.33,-11.05
2718.74,58.15,-9.33
2736.63,59.31,-8.66
2691.91,58.76,-8.82
2754.52,63.77,-8.25
2745.57,58.61,-10.07
2763.46,64.83,-9.31
2718.74,53.86,-9.71
2700.86,67.32,-7.57
2754.52,56.44,-9.37
2709.80,81.88,-6.95
2700.86,73.56,-9.83
2745.57,102.03,-7.03
2745.57,95.93,-11.05
2718.74,121.53,-7.59
2691.91,115.59,-8.40
2727.69,138.03,-7.11
2763.46,116.70,-9.40
2727.69,133.72,-7.42
2736.63,115.05,-8.31
2808.17,115.39,-6.07
2736.63,100.80,-7.88
2763.46,111.11,-7.11
2772.40,93.41,-8.69
2745.57,95.52,-6.15
2727.69,90.72,-8.85
2745.57,85.47,-8.68
2772.40,91.99,-9.91
2736.63,80.55,-9.49
2835.00,84.05,-8.53
2727.69,74.78,-9.87
2808.17,80.11,-9.40
2754.52,68.08,-11.69
2763.46,78.06,-9.77
2763.46,62.19,-10.28
2781.34,74.29,-8.49
2817.12,57.85,-11.96
2808.17,75.60,-10.37
2843.95,61.22,-12.42
2790.29,77.98,-10.50
2817.12,60.30,-11.03
2808.17,80.70,-10.45
2799.23,68.81,-12.15
2826.06,84.15,-10.48
2772.40,65.09,-12.19
2799.23,80.85,-8.47
2826.06,64.37,-10.81
2799.23,74.42,-9.63
2799.23,65.74,-10.45
2799.23,70.35,-10.01
2754.52,69.37,-9.23
2754.52,66.83,-10.34
2799.23,67.14,-9.52
2745.57,65.58,-8.44
2826.06,67.32,-8.52
2781.34,58.46,-9.37
2799.23,70.78,-6.87
2763.46,58.77,-10.40
2736.63,71.32,-8.20
2835.00,57.07,-10.84
2781.34,67.63,-7.36
2763.46,55.24,-10.07
2808.17,67.86,-8.99
2781.34,49.30,-11.00
2799.23,68.46,-7.07
2799.23,52.86,-10.20
2817.12,70.66,-7.66
2808.17,50.88,-9.54
2799.23,63.43,-8.78
2727.69,48.99,-10.22
2843.95,64.36,-8.81
2754.52,53.69,-11.83
2763.46,63.34,-9.62
2781.34,57.90,-10.96
2763.46,65.50,-8.77
2763.46,70.18,-10.05
2817.12,75.07,-10.40
2772.40,89.32,-10.39
2790.29,98.54,-10.21
2781.34,112.00,-8.39
2763.46,113.42,-9.98
2799.23,132.37,-7.14
2835.00,118.48,-9.89
2826.06,128.20,-9.12
2772.40,110.30,-9.69
2843.95,119.73,-7.37
2709.80,97.38,-9.45
2754.52,110.42,-7.18
2772.40,89.94,-8.95
2727.69,99.81,-6.43
2700.86,82.31,-8.04
2709.80,99.21,-4.35
2745.57,81.19,-8.58
2718.74,91.83,-5.31
2754.52,76.05,-6.85
2763.46,89.56,-5.55
2745.57,75.80,-7.35
2727.69,76.58,-4.11
2763.46,70.18,-6.58
2781.34,72.30,-4.17
2772.40,66.16,-5.78
2772.40,66.32,-4.55
2754.52,64.90,-5.15
2727.69,54.78,-5.39
2736.63,59.99,-3.54
2745.57,57.01,-5.65
2736.63,69.17,-4.05
2763.46,56.04,-5.85
2745.57,69.89,-4.92
2727.69,59.79,-6.84
2736.63,76.53,-3.69
2709.80,60.67,-7.01
2718.74,74.69,-3.66
2682.97,60.42,-6.93
2700.86,76.41,-4.61
2718.74,54.32,-6.54
2736.63,71.81,-2.34
2718.74,52.72,-6.24
2691.91,71.51,-4.08
2700.86,55.29,-6.77
2727.69,65.86,-4.70
2709.80,52.48,-5.78
2691.91,63.77,-5.54
2691.91,55.74,-6.60
2700.86,58.38,-4.84
2665.08,56.20,-6.17
2709.80,54.15,-5.45
2691.91,56.63,-6.61
2665.08,56.74,-6.07
2665.08,56.87,-4.38
2665.08,50.10,-5.03
2656.14,57.95,-2.45
2682.97,52.25,-6.62
2665.08,62.39,-2.41
2682.97,48.64,-4.20
2718.74,62.81,-1.99
2656.14,46.50,-3.55
2620.37,64.56,-0.26
2638.25,49.48,-2.42
2665.08,63.42,0.95
2674.03,49.39,-1.49
2691.91,72.90,0.43
2656.14,64.08,0.76
2611.42,91.21,3.12
2656.14,88.56,0.42
2647.20,112.35,3.88
2602.48,108.18,2.75
2647.20,126.20,5.17
2656.14,120.58,3.65
2647.20,124.21,4.79
2611.42,114.45,5.09
2638.25,114.23,7.03
2674.03,107.69,7.11
2682.97,94.91,7.47
2611.42,98.75,10.01
2665.08,82.74,9.44
2629.31,93.09,10.85
2656.14,80.82,8.28
2656.14,91.34,12.49
2611.42,72.75,9.46
2647.20,86.86,12.20
2620.37,68.58,11.17
2638.25,80.26,14.14
2656.14,62.20,11.83
2593.54,78.42,12.15
2665.08,59.06,11.87
2638.25,75.60,15.16
2656.14,55.18,12.05
2629.31,71.87,16.90
2629.31,60.63,14.26
2602.48,74.68,16.03
2629.31,63.21,14.57
2584.59,74.81,18.28
2620.37,65.57,16.86
2638.25,75.71,17.82
2638.25,70.75,17.79
2566.71,71.23,18.67
2620.37,69.54,20.74
2611.42,65.04,19.74
2575.65,76.64,21.15
2602.48,64.77,18.22
2611.42,73.27,22.85
2611.42,57.84,21.13
2611.42,70.28,23.32
2620.37,57.53,21.35
2593.54,72.81,25.80
2611.42,53.70,21.49
2584.59,70.56,27.03
2575.65,54.49,23.90
2584.59,73.90,27.15
2584.59,52.13,24.83
2566.71,70.30,25.47
2575.65,54.04,24.65
2575.65,69.54,28.33
2575.65,53.65,24.02
2638.25,68.88,28.62
2638.25,55.81,26.30
2575.65,64.35,28.77
2611.42,58.28,26.77
2584.59,62.69,28.87
2593.54,57.65,28.45
2557.76,60.31,26.83
2548.82,61.78,27.63
2584.59,58.04,27.50
2566.71,65.62,27.72
2611.42,59.00,27.09
2593.54,75.20,27.37
2548.82,72.69,27.17
2656.14,95.67,30.47
2584.59,93.45,25.29
2566.71,119.90,28.52
2611.42,112.86,24.99
2521.99,132.39,28.61
2629.31,117.58,25.64
2566.71,135.04,28.42
2566.71,112.48,23.47
2566.71,126.43,27.13
2602.48,103.62,22.69
2575.65,109.80,24.75
2575.65,91.76,21.47
2575.65,100.67,23.12
2548.82,87.23,21.46
2557.76,94.59,22.57
2548.82,90.47,20.34
2566.71,90.00,19.85
2557.76,83.68,18.07
2513.05,83.35,20.15
2539.88,81.33,19.03
2602.48,75.66,17.47
2539.88,76.32,19.68
2593.54,65.16,17.18
2548.82,76.14,17.67
2575.65,60.08,16.54
2557.76,76.15,16.75
2530.93,58.97,14.70
2602.48,78.70,16.24
2557.76,61.09,12.71
2602.48,81.70,15.92
2584.59,65.37,13.24
2602.48,86.09,15.06
2539.88,67.06,12.15
2539.88,81.54,13.04
2530.93,64.22,9.99
2584.59,82.30,12.73
2548.82,65.49,8.99
2504.10,77.17,12.39
2566.71,67.26,9.76
2548.82,72.80,10.50
2539.88,65.42,8.94
2521.99,68.88,8.13
2593.54,67.79,8.25
2548.82,67.82,7.42
2566.71,66.09,8.05
2530.93,62.54,6.00
2575.65,65.68,7.68
2566.71,56.78,6.22
2548.82,68.56,6.20
2557.76,57.68,6.08
2557.76,65.30,7.22
2530.93,48.96,3.50
2539.88,72.64,6.40
2602.48,49.09,2.01
2539.88,67.56,6.38
2495.16,52.62,2.75
2557.76,70.33,4.80
2566.71,46.35,2.71
2566.71,68.39,5.43
2584.59,50.50,3.21
2602.48,68.60,5.69
2566.71,54.11,1.97
2521.99,72.06,4.59
2620.37,67.73,2.94
2513.05,86.87,4.63
2539.88,90.90,1.67
2575.65,108.68,3.11
2539.88,113.59,3.77
2548.82,122.75,2.47
2539.88,127.12,3.07
2539.88,126.02,2.76
2548.82,129.70,2.72
2521.99,117.87,1.16
2495.16,119.96,2.56
2513.05,104.68,0.93
2539.88,116.14,2.57
2530.93,94.18,-0.35
2539.88,106.44,2.14
2575.65,87.64,-1.34
2584.59,105.22,1.46
2548.82,82.66,-3.77
2548.82,98.58,0.72
2539.88,81.46,-3.06
2513.05,90.28,-0.28
2575.65,73.25,-4.47
2575.65,87.18,-2.68
2620.37,69.55,-4.49
2548.82,78.69,-4.19
2566.71,65.11,-7.23
2557.76,69.71,-4.38
2539.88,63.95,-8.41
2566.71,74.06,-6.46
2557.76,66.52,-6.72
2557.76,67.71,-7.30
2539.88,69.98,-8.14
2530.93,65.52,-8.75
2530.93,69.46,-8.35
2539.88,64.09,-9.58
2602.48,76.17,-7.96
2575.65,61.88,-10.18
2539.88,74.36,-10.15
2566.71,64.25,-10.90
2539.88,71.54,-8.56
2575.65,57.87,-11.71
2557.76,73.67,-9.30
2539.88,56.19,-12.40
2530.93,72.30,-8.71
2530.93,54.85,-12.60
2557.76,70.48,-9.50
2521.99,52.33,-10.72
2539.88,64.16,-8.09
2557.76,54.64,-10.88
2539.88,66.97,-8.46
2566.71,54.99,-9.90
2575.65,62.31,-8.41
2629.31,53.07,-11.18
2611.42,58.87,-9.28
2584.59,55.58,-10.63
2521.99,58.91,-11.11
2548.82,55.78,-10.12
2611.42,53.49,-10.99
2566.71,60.29,-8.34
2566.71,48.97,-12.57
2602.48,60.69,-11.94
2566.71,43.52,-11.35
2539.88,60.88,-9.51
2575.65,48.06,-12.70
2513.05,64.40,-9.06
2566.71,52.70,-13.05
2557.76,70.99,-9.88
2584.59,65.18,-12.76
2548.82,93.72,-9.33
2566.71,85.90,-13.11
2539.88,114.20,-9.86
2521.99,106.55,-11.26
2593.54,130.88,-9.90
2513.05,115.34,-14.14
2566.71,127.90,-10.54
2557.76,120.67,-13.40
2575.65,119.15,-10.93
2557.76,109.22,-12.91
2566.71,102.07,-11.71
2530.93,95.73,-11.80
2530.93,90.77,-11.63
2521.99,95.69,-13.11
2530.93,84.94,-12.18
2566.71,88.05,-11.43
2566.71,77.06,-13.89
2513.05,84.28,-10.51
2539.88,72.52,-12.48
2530.93,87.62,-9.96
2548.82,65.39,-12.30
2530.93,79.74,-9.55
2530.93,59.80,-12.82
2548.82,76.87,-9.98
2530.93,59.68,-11.78
2530.93,80.44,-11.12
2539.88,52.64,-12.30
2504.10,72.22,-9.84
2548.82,59.69,-11.11
2521.99,75.83,-9.85
2548.82,61.67,-11.10
2504.10,75.99,-9.66
2513.05,62.05,-11.47
2548.82,76.08,-9.24
2566.71,62.67,-11.73
2513.05,72.36,-10.24
2513.05,70.48,-9.02
2530.93,68.90,-10.25
2530.93,71.17,-10.57
2530.93,64.52,-11.53
2575.65,65.66,-11.05
2539.88,60.68,-10.25
2521.99,69.36,-10.59
2513.05,60.78,-13.98
2477.28,74.45,-12.00
2539.88,55.11,-13.26
2495.16,73.92,-10.68
2521.99,52.20,-13.75
2521.99,72.38,-10.42
2513.05,54.85,-14.18
2495.16,72.37,-10.67
2504.10,53.26,-13.77
2521.99,73.84,-12.38
2521.99,53.72,-13.67
2539.88,67.20,-12.25
2495.16,53.49,-13.74
2495.16,65.85,-13.16
2495.16,54.19,-15.49
2548.82,63.90,-13.83
2513.05,52.74,-16.30
2521.99,62.32,-13.71
2530.93,58.73,-14.37
2530.93,66.95,-15.01
2513.05,67.71,-14.21
2477.28,68.77,-13.32
2459.39,84.13,-14.37
2539.88,91.28,-14.39
2539.88,108.81,-11.27
2486.22,112.32,-13.35
2459.39,131.95,-10.52
2513.05,119.21,-14.21
2504.10,138.89,-12.27
2539.88,119.44,-13.73
2459.39,131.03,-12.16
2477.28,107.30,-14.81
2459.39,122.19,-12.47
2486.22,93.76,-14.39
2486.22,111.04,-11.34
2486.22,93.91,-16.18
2450.45,100.25,-10.84
2423.62,84.92,-14.24
2423.62,97.53,-11.56
2396.79,79.74,-13.15
2459.39,86.64,-10.43
2495.16,75.28,-11.44
2477.28,82.18,-11.68
2495.16,75.84,-12.60
2530.93,76.85,-11.26
2486.22,74.57,-9.49
2495.16,70.12,-11.36
2432.56,73.90,-11.80
2450.45,63.50,-9.88
2504.10,73.19,-10.94
2396.79,62.32,-11.57
2495.16,76.25,-9.13
2530.93,64.00,-12.89
2504.10,86.79,-8.74
2477.28,62.69,-10.84
2486.22,87.62,-8.13
2495.16,67.19,-10.34
2468.33,82.36,-7.07
2468.33,62.51,-10.57
2432.56,79.29,-6.95
2477.28,62.88,-9.22
2441.50,75.73,-6.64
2432.56,62.45,-9.69
2441.50,72.00,-6.98
2486.22,63.74,-9.97
2450.45,72.12,-7.78
2441.50,60.77,-9.28
2459.39,71.28,-7.12
2450.45,66.18,-8.14
2468.33,65.43,-7.48
2486.22,64.28,-8.16
2450.45,61.75,-9.30
2423.62,67.78,-7.76
2459.39,61.06,-8.49
2468.33,71.15,-7.40
2459.39,56.54,-9.75
2432.56,67.64,-7.03
2423.62,50.37,-10.54
2414.67,68.59,-8.59
2450.45,50.60,-11.38
2459.39,68.35,-8.52
2495.16,47.78,-11.48
2486.22,70.75,-7.73
2468.33,53.62,-11.01
2495.16,70.70,-9.02
2450.45,55.08,-12.67
2486.22,81.31,-9.67
2450.45,75.17,-11.65
2432.56,95.90,-10.92
2477.28,97.82,-11.87
2468.33,121.79,-10.99
2441.50,120.92,-12.90
2414.67,126.99,-9.86
2432.56,128.67,-10.19
2459.39,126.90,-11.20
2423.62,127.27,-10.79
2468.33,116.36,-11.56
2459.39,112.27,-9.19
2441.50,103.36,-10.84
2423.62,106.09,-8.44
2414.67,91.12,-11.61
2378.90,104.15,-9.82
2432.56,87.54,-11.35
2423.62,100.39,-7.73
2396.79,80.41,-11.12
2405.73,97.04,-7.86
2369.96,75.75,-9.88
2450.45,93.31,-8.09
2459.39,74.55,-10.58
2441.50,84.89,-7.81
2387.84,69.05,-10.70
2459.39,76.81,-6.19
2414.67,64.51,-8.76
2396.79,74.77,-8.17
2396.79,64.31,-9.32
2459.39,71.49,-7.41
2378.90,67.97,-8.72
2432.56,71.60,-9.20
2423.62,70.43,-10.62
2414.67,74.54,-9.41
2450.45,72.58,-9.03
2450.45,74.48,-10.16
2414.67,73.26,-8.32
2405.73,69.03,-10.67
2432.56,78.33,-9.28
2513.05,68.83,-9.68
2459.39,78.03,-7.40
2378.90,66.87,-9.33
2459.39,78.63,-7.48
2450.45,59.56,-11.24
2441.50,78.79,-7.68
2387.84,56.89,-10.12
2369.96,73.01,-7.82
2423.62,55.69,-11.09
2405.73,72.05,-9.06
2387.84,58.66,-10.73
2396.79,72.86,-8.84
2414.67,56.63,-12.60
2414.67,69.23,-10.15
2396.79,56.24,-12.23
2441.50,65.68,-11.34
2405.73,55.31,-12.67
2343.13,61.60,-12.10
2423.62,58.06,-12.24
2387.84,60.41,-12.70
2369.96,59.89,-11.84
2387.84,55.91,-11.87
2405.73,62.43,-11.93
2369.96,54.48,-12.83
2396.79,65.00,-11.57
2405.73,58.20,-13.47
2361.01,76.78,-10.13
2378.90,67.23,-13.52
2387.84,91.75,-9.14
2414.67,89.18,-11.96
2387.84,116.95,-8.59
2361.01,107.59,-10.16
2414.67,131.52,-6.88
2405.73,120.69,-10.52
2387.84,140.34,-5.65
2387.84,119.08,-8.41
2432.56,128.79,-5.18
2334.18,110.73,-6.05
2387.84,119.81,-3.82
2361.01,99.51,-5.57
2369.96,106.64,-3.70
2369.96,97.41,-5.43
2325.24,93.77,-3.42
2369.96,91.25,-4.19
2387.84,90.56,-4.84
2334.18,89.55,-4.26
2396.79,83.76,-4.36
2334.18,85.84,-4.04
2361.01,75.11,-6.02
2369.96,82.27,-5.35
2441.50,62.95,-9.81
2325.24,74.62,-7.71
2361.01,60.93,-7.68
2387.84,79.78,-8.46
2343.13,56.79,-12.26
2369.96,72.84,-10.68
2378.90,59.79,-13.53
2387.84,77.01,-10.21
2387.84,61.62,-14.36
2343.13,75.72,-12.25
2352.07,61.42,-16.79
2325.24,82.13,-12.11
2396.79,62.71,-17.09
2343.13,74.98,-13.09
2316.30,65.91,-17.49
2352.07,73.61,-14.25
2352.07,64.79,-15.23
2307.35,69.33,-14.16
2343.13,65.66,-14.80
2334.18,67.69,-13.70
2280.52,66.95,-13.09
2343.13,62.76,-15.84
2334.18,69.91,-14.59
2343.13,60.41,-15.78
2316.30,68.43,-13.00
2307.35,56.76,-13.25
2334.18,64.70,-10.53
2316.30,50.86,-14.71
2280.52,69.43,-11.54
2280.52,54.07,-11.61
2316.30,65.65,-8.73
2334.18,44.79,-11.95
2352.07,64.16,-8.90
2280.52,49.08,-11.92
2334.18,66.02,-6.70
2262.64,50.18,-11.74
2316.30,64.72,-8.70
2289.47,44.42,-9.69
2361.01,61.95,-7.20
2289.47,51.37,-8.65
2316.30,60.31,-5.79
2307.35,54.54,-7.99
2361.01,62.33,-5.49
2298.41,65.83,-5.07
2280.52,76.37,-3.57
2289.47,85.86,-4.67
2298.41,92.67,-4.36
2343.13,108.90,-0.62
2352.07,111.36,-1.45
2307.35,126.68,0.25
2307.35,115.44,-1.37
2325.24,135.29,2.04
2361.01,113.65,-0.30
2307.35,123.19,1.96
2369.96,101.45,3.00
2298.41,115.02,6.08
2298.41,87.94,1.68
2289.47,99.01,6.58
2325.24,79.76,4.05
2352.07,96.19,9.14
2325.24,75.10,5.27
2280.52,92.47,9.32
2334.18,74.87,7.53
2325.24,85.81,9.13
2316.30,73.33,7.65
2343.13,80.05,10.39
2352.07,71.99,9.07
2289.47,73.74,9.37
2316.30,66.29,9.11
2316.30,66.24,10.68
2325.24,67.50,11.53
2334.18,60.44,11.51
2369.96,70.12,11.05
2298.41,63.48,11.27
2378.90,72.33,12.19
2298.41,63.58,11.61
2298.41,76.04,11.67
2334.18,57.34,10.44
2334.18,78.74,13.40
2289.47,66.00,12.38
2325.24,78.01,13.84
2325.24,62.42,11.98
2334.18,77.41,14.87
2307.35,58.67,12.04
2325.24,78.13,13.87
2316.30,59.49,11.00
2271.58,75.99,15.18
2307.35,56.75,12.43
2280.52,67.00,14.43
2253.69,60.84,15.50
2316.30,68.78,16.67
2226.86,60.83,13.97
2298.41,65.62,15.12
2280.52,62.52,15.99
2262.64,62.44,15.03
2298.41,64.24,17.51
2271.58,62.99,16.43
2253.69,66.46,17.93
2262.64,57.52,16.58
2235.81,68.08,17.73
2253.69,53.50,16.84
2280.52,69.04,20.45
2271.58,53.95,17.26
